Wavenumber [cm^-1],BACs [cm^5 molecule^-2] T = 399 K,Sistematic errors [cm^5 molecule^-2]
4729,1.92e-44,2.98e-45
4730,1.912e-44,2.98e-45
4731,1.921e-44,2.98e-45
4732,1.921e-44,2.98e-45
4733,1.949e-44,2.98e-45
4734,1.905e-44,2.97e-45
4735,1.882e-44,2.97e-45
4736,1.877e-44,2.97e-45
4737,1.88e-44,2.97e-45
4738,1.872e-44,2.96e-45
4739,1.862e-44,2.96e-45
4740,1.85e-44,2.96e-45
4741,1.85e-44,2.95e-45
4742,1.839e-44,2.95e-45
4743,1.823e-44,2.95e-45
4744,1.826e-44,2.95e-45
4745,1.803e-44,2.94e-45
4746,1.802e-44,2.94e-45
4747,1.792e-44,2.94e-45
4748,1.787e-44,2.94e-45
4749,1.771e-44,2.93e-45
4750,1.761e-44,2.93e-45
4751,1.741e-44,2.92e-45
4752,1.705e-44,2.92e-45
4753,1.724e-44,3.51e-45
4754,1.72e-44,3.24e-45
4755,1.711e-44,3.61e-45
4756,1.652e-44,3.37e-45
4757,1.651e-44,4.1e-45
4758,1.625e-44,3.76e-45
4759,1.614e-44,3.74e-45
4760,1.601e-44,3.68e-45
4761,1.623e-44,3.61e-45
4762,1.608e-44,4.18e-45
4763,1.591e-44,3.63e-45
4764,1.571e-44,4.52e-45
4765,1.551e-44,4.13e-45
4766,1.556e-44,5.72e-45
4767,1.628e-44,4.61e-45
4768,1.772e-44,2.71e-45
4769,1.628e-44,3.57e-45
5599,6e-46,2.25e-45
5600,5.1e-46,2.25e-45
5601,4.1e-46,2.25e-45
5602,1.4e-46,2.24e-45
5603,0,2.24e-45
5604,0,2.24e-45
5605,3e-47,2.24e-45
5606,2.4e-46,2.25e-45
5607,9e-47,2.25e-45
5608,0,2.24e-45
5609,2.4e-46,2.24e-45
5610,1e-46,2.25e-45
5611,2.1e-46,2.24e-45
5612,2.8e-46,2.24e-45
5613,0,2.24e-45
5614,7e-47,2.25e-45
5615,0,2.24e-45
5616,0,2.24e-45
5617,-0,2.25e-45
5618,1.6e-46,2.25e-45
5619,2.6e-46,2.25e-45
5620,0,2.24e-45
5621,1.9e-46,2.25e-45
5622,2.3e-46,2.24e-45
5623,0,2.24e-45
5624,0,2.24e-45
5625,1.8e-46,2.25e-45
5626,2.2e-46,2.25e-45
5627,0,2.24e-45
5628,0,2.24e-45
5629,0,2.24e-45
5630,5e-47,2.24e-45
5631,2.2e-46,2.25e-45
5632,1.9e-46,2.25e-45
5633,1.7e-46,2.24e-45
5634,5.2e-46,2.25e-45
5635,2.5e-46,2.24e-45
5636,2.8e-46,2.24e-45
5637,3.5e-46,2.25e-45
5638,3.3e-46,2.25e-45
5639,0,2.24e-45
5640,2e-47,2.25e-45
5641,3.3e-46,2.24e-45
5642,1.3e-46,2.24e-45
5643,2.6e-46,2.24e-45
5644,1e-46,2.24e-45
5645,0,2.24e-45
5646,7e-47,2.24e-45
5647,5e-47,2.24e-45
5648,0,2.25e-45
5649,0,2.24e-45
5650,2.3e-46,2.25e-45
5651,2.8e-46,2.25e-45
5652,3e-47,2.24e-45
5653,2.4e-46,2.24e-45
5654,8e-47,2.25e-45
5655,2.4e-46,2.25e-45
5656,1.9e-46,2.24e-45
5657,0,2.23e-45
5658,0,2.23e-45
5659,0,2.24e-45
5660,0,2.24e-45
5661,0,2.24e-45
5662,0,2.24e-45
5663,0,2.23e-45
5664,0,2.23e-45
5665,1e-47,2.24e-45
5666,7e-47,2.24e-45
5667,3.5e-46,2.24e-45
5668,2.8e-46,2.24e-45
5669,2.3e-46,2.25e-45
5670,4.2e-46,2.25e-45
5671,0,2.24e-45
5672,0,2.23e-45
5673,0,2.24e-45
5674,0,2.24e-45
5675,8e-47,2.24e-45
5676,2.7e-46,2.24e-45
5677,0,2.23e-45
5678,0,2.24e-45
5679,0,2.24e-45
5680,1.2e-46,2.24e-45
5681,0,2.24e-45
5682,1.1e-46,2.24e-45
5683,0,2.24e-45
5684,0,2.23e-45
5685,0,2.23e-45
5686,0,2.24e-45
5687,2e-47,2.24e-45
5688,1.8e-46,2.24e-45
5689,2.5e-46,2.25e-45
5690,5e-47,2.25e-45
5691,0,2.24e-45
5692,0,2.24e-45
5693,0,2.24e-45
5694,0,2.24e-45
5695,0,2.23e-45
5696,1.6e-46,2.24e-45
5697,0,2.24e-45
5698,0,2.24e-45
5699,6e-47,2.24e-45
5700,2.1e-46,2.25e-45
5701,0,2.24e-45
5702,0,2.24e-45
5703,0,2.23e-45
5704,0,2.23e-45
5705,0,2.24e-45
5706,0,2.24e-45
5707,0,2.24e-45
5708,0,2.24e-45
5709,1e-47,2.24e-45
5710,1.1e-46,2.24e-45
5711,5e-46,2.24e-45
5712,0,2.24e-45
5713,0,2.24e-45
5714,0,2.23e-45
5715,0,2.23e-45
5716,0,2.22e-45
5717,0,2.24e-45
5718,1e-46,2.24e-45
5719,1.5e-46,2.24e-45
5720,0,2.24e-45
5721,0,2.23e-45
5722,0,2.23e-45
5723,0,2.23e-45
5724,1e-47,2.23e-45
5725,9e-47,2.24e-45
5726,0,2.24e-45
5727,0,2.23e-45
5728,0,2.23e-45
5729,0,2.24e-45
5730,0,2.23e-45
5731,0,2.23e-45
5732,0,2.24e-45
5733,0,2.24e-45
5734,0,2.24e-45
5735,1.7e-46,2.25e-45
5736,1.1e-46,2.25e-45
5737,3e-46,2.24e-45
5738,8e-47,2.25e-45
5739,2.7e-46,2.25e-45
5740,0,2.24e-45
5741,0,2.24e-45
5742,0,2.23e-45
5743,0,2.24e-45
5744,4.7e-46,2.25e-45
5745,3e-46,2.24e-45
5746,0,2.23e-45
5747,0,2.23e-45
5748,0,2.24e-45
5749,0,2.23e-45
5750,0,2.23e-45
5751,0,2.24e-45
5752,0,2.24e-45
5753,0,2.24e-45
5754,0,2.23e-45
5755,0,2.23e-45
5756,0,2.23e-45
5757,0,2.24e-45
5758,2.8e-46,2.24e-45
5759,1.9e-46,2.24e-45
5760,0,2.24e-45
5761,0,2.23e-45
5762,0,2.24e-45
5763,0,2.24e-45
5764,0,2.24e-45
5765,4e-47,2.24e-45
5766,0,2.24e-45
5767,0,2.23e-45
5768,0,2.23e-45
5769,0,2.23e-45
5770,3.5e-46,2.25e-45
5771,0,2.24e-45
5772,0,2.23e-45
5773,0,2.23e-45
5774,0,2.23e-45
5775,0,2.23e-45
5776,1.5e-46,2.24e-45
5777,6.5e-46,2.25e-45
5778,0,2.24e-45
5779,0,2.23e-45
5780,0,2.23e-45
5781,1e-47,2.24e-45
5782,0,2.23e-45
5783,0,2.23e-45
5784,0,2.23e-45
5785,0,2.23e-45
5786,0,2.24e-45
5787,1.1e-46,2.24e-45
5788,2.1e-46,2.25e-45
5789,5.1e-46,2.25e-45
5790,0,2.23e-45
5791,0,2.23e-45
5792,0,2.23e-45
5793,0,2.24e-45
5794,0,2.24e-45
5795,0,2.24e-45
5796,1.1e-46,2.24e-45
5797,0,2.24e-45
5798,1e-47,2.24e-45
5799,0,2.23e-45
5800,0,2.23e-45
5801,0,2.24e-45
5802,0,2.23e-45
5803,2e-46,2.23e-45
5804,0,2.23e-45
5805,0,2.24e-45
5806,0,2.24e-45
5807,0,2.23e-45
5808,0,2.23e-45
5809,0,2.23e-45
5810,0,2.23e-45
5811,0,2.24e-45
5812,1.8e-46,2.24e-45
5813,4.1e-46,2.23e-45
5814,0,2.23e-45
5815,0,2.23e-45
5816,0,2.23e-45
5817,0,2.23e-45
5818,0,2.24e-45
5819,4e-47,2.24e-45
5820,2e-46,2.24e-45
5821,0,2.24e-45
5822,0,2.23e-45
5823,0,2.23e-45
5824,0,2.24e-45
5825,0,2.24e-45
5826,0,2.22e-45
5827,0,2.22e-45
5828,0,2.23e-45
5829,0,2.24e-45
5830,0,2.24e-45
5831,0,2.23e-45
5832,0,2.23e-45
5833,0,2.23e-45
5834,0,2.23e-45
5835,0,2.24e-45
5836,0,2.22e-45
5837,0,2.22e-45
5838,0,2.22e-45
5839,0,2.22e-45
5840,0,2.23e-45
5841,0,2.23e-45
5842,0,2.23e-45
5843,0,2.23e-45
5844,0,2.23e-45
5845,0,2.23e-45
5846,0,2.23e-45
5847,0,2.23e-45
5848,0,2.23e-45
5849,0,2.23e-45
5850,0,2.23e-45
5851,1.3e-46,2.24e-45
5852,0,2.24e-45
5853,0,2.23e-45
5854,0,2.23e-45
5855,0,2.22e-45
5856,0,2.22e-45
5857,0,2.23e-45
5858,0,2.23e-45
5859,0,2.23e-45
5860,0,2.23e-45
5861,0,2.23e-45
5862,4e-47,2.24e-45
5863,0,2.24e-45
5864,0,2.23e-45
5865,0,2.23e-45
5866,0,2.22e-45
5867,0,2.22e-45
5868,0,2.23e-45
5869,0,2.23e-45
5870,4e-47,2.23e-45
5871,0,2.23e-45
5872,0,2.23e-45
5873,0,2.23e-45
5874,0,2.23e-45
5875,0,2.23e-45
5876,0,2.23e-45
5877,0,2.22e-45
5878,0,2.23e-45
5879,0,2.23e-45
5880,0,2.23e-45
5881,0,2.23e-45
5882,0,2.22e-45
5883,0,2.23e-45
5884,0,2.23e-45
5885,0,2.23e-45
5886,0,2.23e-45
5887,0,2.23e-45
5888,0,2.23e-45
5889,0,2.23e-45
5890,0,2.23e-45
5891,0,2.23e-45
5892,0,2.23e-45
5893,0,2.23e-45
5894,0,2.23e-45
5895,0,2.22e-45
5896,0,2.22e-45
5897,0,2.22e-45
5898,0,2.23e-45
5899,0,2.23e-45
5900,0,2.23e-45
5901,0,2.22e-45
5902,0,2.22e-45
5903,0,2.22e-45
5904,0,2.23e-45
5905,0,2.23e-45
5906,0,2.23e-45
5907,0,2.24e-45
5908,0,2.23e-45
5909,0,2.22e-45
5910,1.5e-46,2.23e-45
5911,0,2.23e-45
5912,0,2.23e-45
5913,0,2.23e-45
5914,0,2.23e-45
5915,0,2.23e-45
5916,0,2.23e-45
5917,0,2.23e-45
5918,0,2.23e-45
5919,0,2.23e-45
5920,0,2.23e-45
5921,0,2.23e-45
5922,0,2.23e-45
5923,0,2.22e-45
5924,0,2.22e-45
5925,0,2.22e-45
5926,0,2.23e-45
5927,0,2.23e-45
5928,0,2.23e-45
5929,0,2.22e-45
5930,0,2.23e-45
5931,5e-47,2.23e-45
5932,0,2.23e-45
5933,0,2.23e-45
5934,1.5e-46,2.24e-45
5935,0,2.23e-45
5936,0,2.22e-45
5937,0,2.22e-45
5938,0,2.23e-45
5939,0,2.23e-45
5940,0,2.22e-45
5941,0,2.22e-45
5942,0,2.23e-45
5943,0,2.23e-45
5944,0,2.22e-45
5945,0,2.22e-45
5946,0,2.23e-45
5947,0,2.23e-45
5948,0,2.22e-45
5949,0,2.23e-45
5950,0,2.23e-45
5951,0,2.23e-45
5952,0,2.23e-45
5953,0,2.24e-45
5954,0,2.22e-45
5955,0,2.22e-45
5956,0,2.22e-45
5957,0,2.22e-45
5958,0,2.23e-45
5959,0,2.22e-45
5960,0,2.22e-45
5961,0,2.22e-45
5962,0,2.23e-45
