temperature,wavenumber,cia_coefficient,uncertainty
296,9122.13,5.31445937189509E-8,2.9673802592488E-10
296,9122.14,5.3153475572124E-8,2.96697529175792E-10
296,9122.15,5.316237282882E-8,2.96813924973432E-10
296,9122.16,5.31712853758216E-8,2.96952127586768E-10
296,9122.17,5.31802130999112E-8,2.97009889242979E-10
296,9122.18,5.31891558878715E-8,2.97008005212593E-10
296,9122.19,5.31981136264849E-8,2.96994409313402E-10
296,9122.2,5.3207086202534E-8,2.97019608251729E-10
296,9122.21,5.32160735028013E-8,2.97181428777024E-10
296,9122.22,5.32250754140694E-8,2.97223770084633E-10
296,9122.23,5.32340918231208E-8,2.97115162412586E-10
296,9122.24,5.32431226167381E-8,2.96940370451041E-10
296,9122.25,5.32521676817038E-8,2.96726150047631E-10
296,9122.26,5.32612269048004E-8,2.96382391658337E-10
296,9122.27,5.32703001728105E-8,2.96136078477354E-10
296,9122.28,5.32793873725166E-8,2.95941668276783E-10
296,9122.29,5.32884883907013E-8,2.95640584587501E-10
296,9122.3,5.32976031141471E-8,2.95339599071772E-10
296,9122.31,5.33067314296365E-8,2.94991116547936E-10
296,9122.32,5.33158732239522E-8,2.94589389588922E-10
296,9122.33,5.33250283838765E-8,2.94386470605269E-10
296,9122.34,5.33341967961922E-8,2.94153557586631E-10
296,9122.35,5.33433783476816E-8,2.93910319913608E-10
296,9122.36,5.33525729251275E-8,2.93720760346218E-10
296,9122.37,5.33617804153122E-8,2.93691741684819E-10
296,9122.38,5.33710007050184E-8,2.93705300213978E-10
296,9122.39,5.33802336810285E-8,2.93556008258258E-10
296,9122.4,5.33894792301252E-8,2.93443016835878E-10
296,9122.41,5.33987372390909E-8,2.93467042377051E-10
296,9122.42,5.34080075947083E-8,2.93462624008278E-10
296,9122.43,5.34172901837598E-8,2.93343377618023E-10
296,9122.44,5.34265848930279E-8,2.93088487805376E-10
296,9122.45,5.34358916092954E-8,2.92701241598921E-10
296,9122.46,5.34452102193446E-8,2.92306688176406E-10
296,9122.47,5.34545406099581E-8,2.91943066879051E-10
296,9122.48,5.34638826679184E-8,2.9162407164492E-10
